Tree ID,Species Name,DBH,Replacement Value,Carbon Storage,,"Gross Carbon
Sequestration",,Avoided Runoff,,Carbon Avoided,,Pollution Removal,,"Energy
Savings","Total Annual
Benefits"
,,(cm),(€),(kg),(€),(kg/yr),(€/yr),(m³/yr),(€/yr),(kg/yr),(€/yr),(g/yr),(€/yr),(€/yr),(€/yr)
10747,Tilia cordata,8.00,230.70,8.90,1.42,0.80,0.13,0.00,0.01,N/A,N/A,5.10,0.03,N/A,0.17
10748,Tilia cordata,21.00,1023.34,86.30,13.87,3.00,0.48,0.30,0.58,N/A,N/A,241.70,1.24,N/A,2.31
10749,Tilia cordata,20.00,954.88,76.90,12.36,2.80,0.45,0.20,0.41,N/A,N/A,171.30,0.88,N/A,1.75
10750,Tilia cordata,20.00,954.88,76.90,12.36,2.80,0.45,0.20,0.41,N/A,N/A,171.30,0.88,N/A,1.75
10751,Tilia cordata,13.00,569.19,27.90,4.48,1.60,0.25,0.10,0.18,N/A,N/A,74.50,0.38,N/A,0.82
10752,Tilia cordata,20.00,954.88,76.90,12.36,2.80,0.45,0.20,0.41,N/A,N/A,171.30,0.88,N/A,1.75
10753,Tilia cordata,7.00,176.63,6.50,1.04,0.70,0.11,0.00,0.01,N/A,N/A,5.20,0.03,N/A,0.15
10754,Carpinus betulus,8.00,178.35,17.00,2.73,1.30,0.21,0.00,0.02,N/A,N/A,6.80,0.03,N/A,0.26
10755,Tilia cordata,26.00,1415.71,142.80,22.95,4.00,0.65,0.50,0.93,N/A,N/A,388.30,2.00,N/A,3.57
10756,Tilia cordata,8.00,230.70,8.90,1.42,0.80,0.13,0.00,0.02,N/A,N/A,9.00,0.05,N/A,0.20
10757,Tilia cordata,8.00,230.70,8.90,1.42,0.80,0.13,0.00,0.02,N/A,N/A,6.90,0.04,N/A,0.18
10758,Fraxinus angustifolia ssp. Oxycarpa,8.00,182.28,19.30,3.11,2.20,0.35,0.00,0.02,N/A,N/A,6.90,0.04,N/A,0.40
10759,Corylus colurna,20.00,842.45,167.00,26.83,5.70,0.92,0.20,0.46,N/A,N/A,190.90,0.98,N/A,2.36
10760,Corylus colurna,10.00,278.67,38.40,6.17,2.40,0.39,0.00,0.03,N/A,N/A,10.50,0.05,N/A,0.47
10761,Corylus colurna,10.00,278.67,38.40,6.17,2.40,0.39,0.00,0.03,N/A,N/A,11.90,0.06,N/A,0.48
10762,Corylus colurna,12.00,512.00,55.80,8.97,3.00,0.49,0.00,0.03,N/A,N/A,12.70,0.07,N/A,0.58
10763,Corylus colurna,20.00,842.45,167.00,26.83,5.70,0.92,0.30,0.54,N/A,N/A,223.30,1.15,N/A,2.60
10764,Corylus colurna,15.00,616.56,89.40,14.36,4.00,0.64,0.20,0.32,N/A,N/A,132.80,0.68,N/A,1.64
10765,Corylus colurna,24.00,1069.62,250.40,40.23,7.30,1.17,0.30,0.57,N/A,N/A,238.20,1.22,N/A,2.96
10766,Fraxinus angustifolia,8.00,182.43,9.50,1.52,0.80,0.13,0.00,0.03,N/A,N/A,10.60,0.05,N/A,0.21
10767,Fraxinus angustifolia,6.00,102.62,4.80,0.78,0.60,0.09,0.00,0.02,N/A,N/A,7.60,0.04,N/A,0.15
10768,Fraxinus angustifolia,6.00,102.62,4.80,0.78,0.60,0.09,0.00,0.02,N/A,N/A,8.60,0.04,N/A,0.16
10769,Fraxinus angustifolia,27.00,1285.59,154.20,24.78,4.00,0.64,0.30,0.64,N/A,N/A,265.80,1.37,N/A,2.64
10770,Acer campestre,7.00,159.18,9.30,1.50,0.60,0.10,0.00,0.02,N/A,N/A,9.90,0.05,N/A,0.18
10771,Celtis australis,7.00,143.92,4.70,0.76,0.50,0.08,0.00,0.01,N/A,N/A,3.60,0.02,N/A,0.10
10772,Celtis australis,6.00,105.74,3.60,0.59,0.40,0.07,0.00,0.01,N/A,N/A,3.40,0.02,N/A,0.09
10773,Celtis australis,6.00,105.74,3.60,0.59,0.40,0.07,0.00,0.01,N/A,N/A,4.70,0.02,N/A,0.10
10774,Celtis australis,6.00,105.74,3.60,0.59,0.40,0.07,0.00,0.01,N/A,N/A,4.90,0.03,N/A,0.11
10775,Celtis australis,6.00,105.74,3.60,0.59,0.40,0.07,0.00,0.01,N/A,N/A,3.80,0.02,N/A,0.10
10776,Celtis australis,12.00,514.84,12.00,1.92,0.70,0.11,0.10,0.12,N/A,N/A,48.40,0.25,N/A,0.48
10777,Celtis australis,14.00,585.59,15.60,2.50,0.80,0.12,0.00,0.06,N/A,N/A,24.70,0.13,N/A,0.31
10778,Celtis australis,7.00,143.92,4.70,0.76,0.50,0.08,0.00,0.01,N/A,N/A,4.10,0.02,N/A,0.11
10779,Celtis australis,11.00,483.55,10.30,1.65,0.70,0.10,0.00,0.07,N/A,N/A,27.40,0.14,N/A,0.31
10780,Celtis australis,7.00,143.92,4.70,0.76,0.50,0.08,0.00,0.01,N/A,N/A,4.70,0.02,N/A,0.11
10781,Liquidambar styraciflua,19.00,841.94,43.70,7.03,2.30,0.37,0.10,0.14,N/A,N/A,57.60,0.30,N/A,0.80
10782,Liquidambar styraciflua,18.00,787.03,38.40,6.16,2.10,0.34,0.10,0.11,N/A,N/A,46.30,0.24,N/A,0.69
10783,Liquidambar styraciflua,15.00,640.10,24.60,3.96,1.60,0.26,0.00,0.05,N/A,N/A,18.80,0.10,N/A,0.40
10784,Acer x freemanii,12.00,517.12,56.30,9.04,4.40,0.70,0.00,0.01,N/A,N/A,3.90,0.02,N/A,0.73
10785,Acer x freemanii,12.00,517.12,56.30,9.04,4.40,0.70,0.00,0.01,N/A,N/A,3.90,0.02,N/A,0.73
10786,Acer x freemanii,12.00,517.12,56.30,9.04,4.40,0.70,0.00,0.01,N/A,N/A,3.90,0.02,N/A,0.73
10787,Aesculus hippocastanum,60.00,4784.10,1349.30,216.78,17.50,2.80,0.50,0.88,N/A,N/A,368.10,1.89,N/A,5.58
10788,Aesculus hippocastanum,58.00,4492.23,1266.10,203.43,16.80,2.70,0.70,1.42,N/A,N/A,594.50,3.06,N/A,7.18
10789,Corylus colurna,25.00,1132.87,274.40,44.09,7.70,1.23,0.10,0.22,N/A,N/A,91.80,0.47,N/A,1.92
10790,Fraxinus angustifolia,10.00,285.05,15.10,2.42,1.10,0.17,0.00,0.04,N/A,N/A,18.10,0.09,N/A,0.31
10791,Fraxinus angustifolia,10.00,285.05,15.10,2.42,1.10,0.17,0.00,0.04,N/A,N/A,14.80,0.08,N/A,0.28
10792,Corylus colurna,17.00,699.17,117.00,18.80,4.70,0.75,0.10,0.21,N/A,N/A,85.70,0.44,N/A,1.39
10793,Corylus colurna,28.00,1338.11,354.30,56.93,8.90,1.43,0.30,0.60,N/A,N/A,251.50,1.29,N/A,3.32
10794,Fraxinus angustifolia,6.00,102.62,5.30,0.86,0.60,0.10,0.00,0.02,N/A,N/A,7.40,0.04,N/A,0.15
10795,Corylus colurna,21.00,895.37,186.00,29.88,6.10,0.98,0.10,0.21,N/A,N/A,86.30,0.44,N/A,1.63
10796,Fraxinus angustifolia,6.00,102.62,5.30,0.86,0.60,0.10,0.00,0.09,N/A,N/A,36.20,0.19,N/A,0.37
10797,Corylus colurna,19.00,792.11,149.20,23.97,5.40,0.86,0.10,0.22,N/A,N/A,90.60,0.47,N/A,1.54
10798,Fraxinus angustifolia,8.00,182.43,9.90,1.58,0.80,0.14,0.00,0.05,N/A,N/A,19.60,0.10,N/A,0.28
10799,Fraxinus angustifolia,8.00,182.43,9.90,1.58,0.80,0.14,0.00,0.04,N/A,N/A,18.50,0.10,N/A,0.28
10800,Corylus colurna,19.00,792.11,149.20,23.97,5.40,0.86,0.10,0.24,N/A,N/A,99.40,0.51,N/A,1.61
10801,Corylus colurna,22.00,950.87,206.20,33.13,6.50,1.04,0.10,0.20,N/A,N/A,85.50,0.44,N/A,1.69
10802,Corylus colurna,18.00,744.35,132.50,21.29,5.00,0.80,0.10,0.21,N/A,N/A,85.60,0.44,N/A,1.45
10803,Fraxinus angustifolia,10.00,285.05,14.80,2.37,1.00,0.17,0.00,0.04,N/A,N/A,18.60,0.10,N/A,0.31
10804,Corylus colurna,28.00,1338.11,354.30,56.93,8.90,1.43,0.20,0.40,N/A,N/A,168.80,0.87,N/A,2.70
10805,Fraxinus angustifolia,9.00,230.89,12.70,2.04,1.00,0.16,0.00,0.04,N/A,N/A,16.90,0.09,N/A,0.28
10806,Fraxinus angustifolia,6.00,102.62,5.10,0.82,0.60,0.09,0.00,0.02,N/A,N/A,6.80,0.04,N/A,0.15
10807,Sophora japonica,37.00,2093.22,287.30,46.16,5.90,0.94,0.20,0.36,N/A,N/A,150.70,0.77,N/A,2.08
10808,Sophora japonica,46.00,3057.44,489.40,78.63,8.10,1.30,0.40,0.75,N/A,N/A,314.90,1.62,N/A,3.67
10809,Corylus colurna,10.00,278.67,38.40,6.17,2.40,0.39,0.10,0.18,N/A,N/A,76.60,0.39,N/A,0.97
10810,Sophora japonica,35.00,1907.35,251.00,40.32,5.40,0.87,0.20,0.41,N/A,N/A,169.80,0.87,N/A,2.15
10811,Fraxinus angustifolia,6.00,102.62,4.80,0.78,0.60,0.09,0.00,0.02,N/A,N/A,8.10,0.04,N/A,0.15
10812,Fraxinus angustifolia,6.00,102.62,4.80,0.78,0.60,0.09,0.00,0.02,N/A,N/A,7.60,0.04,N/A,0.15
10813,Corylus colurna,13.00,544.27,66.00,10.60,3.30,0.54,0.10,0.20,N/A,N/A,84.10,0.43,N/A,1.17
10814,Sophora japonica,29.00,1411.68,159.30,25.59,4.10,0.66,0.20,0.36,N/A,N/A,148.60,0.76,N/A,1.78
10815,Sophora japonica,48.00,3300.11,543.40,87.31,8.60,1.39,0.30,0.64,N/A,N/A,266.10,1.37,N/A,3.39
10816,Sophora japonica,29.00,1411.68,159.30,25.59,4.10,0.66,0.20,0.36,N/A,N/A,148.60,0.76,N/A,1.78
10817,Corylus colurna,17.00,699.17,117.00,18.80,4.70,0.75,0.10,0.22,N/A,N/A,89.70,0.46,N/A,1.42
10818,Sophora japonica,28.00,1338.11,146.40,23.52,3.90,0.63,0.40,0.67,N/A,N/A,280.40,1.44,N/A,2.74
10819,Sophora japonica,28.00,1338.11,146.40,23.52,3.90,0.63,0.30,0.56,N/A,N/A,232.10,1.19,N/A,2.38
10820,Fraxinus angustifolia,6.00,102.62,5.10,0.82,0.60,0.09,0.00,0.02,N/A,N/A,8.80,0.04,N/A,0.16
10821,Corylus colurna,16.00,656.57,102.70,16.49,4.30,0.69,0.10,0.24,N/A,N/A,99.20,0.51,N/A,1.44
10822,Sophora japonica,56.00,4374.04,795.20,127.77,10.90,1.75,0.60,1.07,N/A,N/A,445.20,2.29,N/A,5.10
10823,Sophora japonica,40.00,2391.39,347.50,55.83,6.60,1.06,0.20,0.43,N/A,N/A,177.70,0.91,N/A,2.40
10824,Sophora japonica,29.00,1411.68,159.30,25.59,4.10,0.66,0.20,0.39,N/A,N/A,162.90,0.84,N/A,1.89
10825,Sophora japonica,44.00,2825.10,438.80,70.50,7.60,1.22,0.40,0.70,N/A,N/A,291.10,1.50,N/A,3.41
10826,Sophora japonica,50.00,3553.10,601.00,96.56,9.20,1.47,0.40,0.74,N/A,N/A,310.20,1.60,N/A,3.81
10827,Sophora japonica,19.00,792.11,58.40,9.38,2.20,0.36,0.10,0.16,N/A,N/A,67.50,0.35,N/A,0.87
10828,Sophora japonica,55.00,4230.77,760.50,122.19,10.60,1.70,0.50,0.89,N/A,N/A,369.30,1.90,N/A,4.48
10829,Eucalyptus cordata,8.00,148.10,3.20,0.51,0.20,0.03,0.00,0.01,N/A,N/A,5.40,0.03,N/A,0.07
10830,Sophora japonica,50.00,3553.10,601.00,96.56,9.20,1.47,0.40,0.79,N/A,N/A,330.40,1.70,N/A,3.96
10831,Fraxinus angustifolia,8.00,182.43,9.90,1.58,0.80,0.14,0.00,0.05,N/A,N/A,19.60,0.10,N/A,0.28
10832,Corylus colurna,14.00,579.13,77.20,12.40,3.60,0.59,0.00,0.05,N/A,N/A,19.30,0.10,N/A,0.73
10833,Sophora japonica,14.00,579.13,28.80,4.63,1.50,0.24,0.00,0.05,N/A,N/A,19.20,0.10,N/A,0.38
10834,Sophora japonica,46.00,3057.44,489.40,78.63,8.10,1.30,0.60,1.05,N/A,N/A,438.60,2.26,N/A,4.61
10835,Sophora japonica,18.00,744.35,51.40,8.26,2.10,0.33,0.10,0.13,N/A,N/A,54.80,0.28,N/A,0.75
10836,Sophora japonica,20.00,842.45,65.80,10.58,2.40,0.39,0.20,0.33,N/A,N/A,139.10,0.72,N/A,1.44
10837,Sophora japonica,18.00,744.35,51.40,8.26,2.10,0.33,0.10,0.16,N/A,N/A,66.20,0.34,N/A,0.83
10838,Sophora japonica,35.00,1907.35,251.00,40.32,5.40,0.87,0.20,0.46,N/A,N/A,190.20,0.98,N/A,2.30
10839,Sophora japonica,27.00,1267.12,134.20,21.56,3.70,0.59,0.10,0.19,N/A,N/A,77.70,0.40,N/A,1.18
10840,Sophora japonica,29.00,1411.68,159.30,25.59,4.10,0.66,0.20,0.44,N/A,N/A,185.50,0.95,N/A,2.06
10841,Sophora japonica,35.00,1907.35,251.00,40.32,5.40,0.87,0.30,0.49,N/A,N/A,204.80,1.05,N/A,2.41
10842,Sophora japonica,48.00,3300.11,543.40,87.31,8.60,1.39,0.30,0.65,N/A,N/A,271.10,1.39,N/A,3.43
10843,Fraxinus angustifolia,8.00,182.43,9.50,1.52,0.80,0.13,0.00,0.02,N/A,N/A,8.50,0.04,N/A,0.20
10844,Sophora japonica,48.00,3300.11,543.40,87.31,8.60,1.39,0.40,0.75,N/A,N/A,311.50,1.60,N/A,3.73
10845,Celtis australis,14.00,585.59,15.60,2.50,0.80,0.12,0.00,0.06,N/A,N/A,23.20,0.12,N/A,0.30
10846,Celtis australis,15.00,625.04,17.50,2.81,0.80,0.13,0.10,0.10,N/A,N/A,40.40,0.21,N/A,0.43
10847,Morus alba,18.00,744.35,46.60,7.48,1.90,0.31,0.10,0.16,N/A,N/A,68.30,0.35,N/A,0.83
10848,Morus alba,16.00,656.57,35.00,5.63,1.70,0.27,0.00,0.09,N/A,N/A,36.70,0.19,N/A,0.54
10849,Platanus x hispanica,13.00,547.50,37.90,6.09,2.20,0.35,0.00,0.04,N/A,N/A,17.60,0.09,N/A,0.49
10851,Platanus x hispanica,14.00,583.68,45.30,7.28,2.40,0.39,0.00,0.07,N/A,N/A,27.30,0.14,N/A,0.60
10852,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.00,0.08,N/A,N/A,33.60,0.17,N/A,0.69
10853,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.00,0.08,N/A,N/A,33.60,0.17,N/A,0.69
10854,Platanus x hispanica,14.00,583.68,45.30,7.28,2.40,0.39,0.00,0.05,N/A,N/A,19.40,0.10,N/A,0.54
10855,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.00,0.07,N/A,N/A,29.70,0.15,N/A,0.66
10856,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.00,0.07,N/A,N/A,29.70,0.15,N/A,0.66
10857,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.00,0.06,N/A,N/A,25.90,0.13,N/A,0.63
10858,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.10,0.13,N/A,N/A,55.60,0.29,N/A,0.89
10859,Platanus x hispanica,17.00,708.28,72.60,11.66,3.20,0.52,0.10,0.21,N/A,N/A,87.60,0.45,N/A,1.18
10860,Platanus x hispanica,14.00,583.68,45.30,7.28,2.40,0.39,0.00,0.05,N/A,N/A,19.40,0.10,N/A,0.54
10861,Platanus x hispanica,17.00,708.28,72.60,11.66,3.20,0.52,0.10,0.21,N/A,N/A,86.50,0.44,N/A,1.17
10862,Platanus x hispanica,13.00,547.50,37.90,6.09,2.20,0.35,0.00,0.08,N/A,N/A,31.90,0.16,N/A,0.59
10863,Platanus x hispanica,13.00,547.50,37.90,6.09,2.20,0.35,0.00,0.08,N/A,N/A,31.90,0.16,N/A,0.59
10864,Platanus x hispanica,6.00,104.13,6.00,0.96,0.80,0.12,0.00,0.01,N/A,N/A,5.10,0.03,N/A,0.16
10865,Platanus x hispanica,17.00,708.28,72.60,11.66,3.20,0.52,0.10,0.18,N/A,N/A,75.90,0.39,N/A,1.09
10866,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.01,N/A,N/A,4.40,0.02,N/A,0.21
10867,Platanus x hispanica,17.00,708.28,72.60,11.66,3.20,0.52,0.10,0.19,N/A,N/A,81.20,0.42,N/A,1.13
10868,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.10,0.13,N/A,N/A,52.40,0.27,N/A,0.87
10869,Platanus x hispanica,17.00,708.28,72.60,11.66,3.20,0.52,0.10,0.19,N/A,N/A,77.50,0.40,N/A,1.10
10870,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.10,0.19,N/A,N/A,79.00,0.41,N/A,1.03
10871,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.10,0.20,N/A,N/A,83.80,0.43,N/A,1.07
10872,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.10,0.15,N/A,N/A,64.50,0.33,N/A,0.92
10873,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.10,0.19,N/A,N/A,79.00,0.41,N/A,1.03
10874,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.10,0.21,N/A,N/A,85.70,0.44,N/A,1.12
10875,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.01,N/A,N/A,4.40,0.02,N/A,0.21
10876,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.01,N/A,N/A,5.90,0.03,N/A,0.22
10877,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.01,N/A,N/A,5.20,0.03,N/A,0.22
10878,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.01,N/A,N/A,4.90,0.03,N/A,0.22
10879,Celtis australis,6.00,105.74,3.60,0.59,0.40,0.07,0.00,0.01,N/A,N/A,4.70,0.02,N/A,0.10
10880,Platanus x hispanica,35.00,1962.37,426.40,68.50,9.30,1.50,0.40,0.73,N/A,N/A,303.30,1.56,N/A,3.78
10881,Acer campestre,8.00,207.91,12.50,2.01,0.80,0.12,0.00,0.01,N/A,N/A,5.00,0.03,N/A,0.16
10882,Acer platanoides,22.00,969.55,141.90,22.80,5.70,0.92,0.30,0.65,N/A,N/A,269.80,1.39,N/A,2.96
10883,Platanus x hispanica,21.00,911.94,121.40,19.51,4.40,0.71,0.30,0.55,N/A,N/A,229.80,1.18,N/A,2.44
10884,Platanus x hispanica,41.00,2573.34,630.40,101.28,11.80,1.89,0.60,1.16,N/A,N/A,482.60,2.48,N/A,5.53
10885,Platanus x hispanica,34.00,1869.92,396.90,63.77,8.90,1.44,0.50,0.90,N/A,N/A,375.00,1.93,N/A,4.26
10886,Platanus x hispanica,28.00,1371.50,245.90,39.51,6.70,1.08,0.50,1.00,N/A,N/A,415.40,2.14,N/A,4.21
10887,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.10,0.22,N/A,N/A,91.30,0.47,N/A,1.16
10888,Crataegus,10.00,278.67,16.30,2.61,1.30,0.20,0.00,0.02,N/A,N/A,7.10,0.04,N/A,0.25
10889,Crataegus,10.00,278.67,16.30,2.61,1.30,0.20,0.00,0.02,N/A,N/A,7.50,0.04,N/A,0.26
10890,Crataegus,7.00,136.55,6.80,1.09,0.80,0.12,0.00,0.01,N/A,N/A,4.30,0.02,N/A,0.15
10891,Crataegus,7.00,136.55,6.80,1.09,0.80,0.12,0.00,0.01,N/A,N/A,3.50,0.02,N/A,0.15
10892,Crataegus,7.00,136.55,6.80,1.09,0.80,0.12,0.00,0.01,N/A,N/A,3.20,0.02,N/A,0.15
10893,Prunus avium,34.00,1501.01,418.60,67.26,7.40,1.19,0.50,0.95,N/A,N/A,395.30,2.03,N/A,4.16
10894,Celtis australis,8.00,187.98,6.00,0.96,0.50,0.08,0.00,0.06,N/A,N/A,23.00,0.12,N/A,0.26
10895,Tilia cordata,40.00,2958.46,394.50,63.38,7.20,1.16,0.60,1.18,N/A,N/A,492.30,2.53,N/A,4.87
10896,Platanus x hispanica,13.00,547.50,37.90,6.09,2.20,0.35,0.00,0.02,N/A,N/A,8.00,0.04,N/A,0.41
10898,Aesculus hippocastanum,8.00,170.89,9.70,1.57,0.90,0.15,0.10,0.21,N/A,N/A,86.20,0.44,N/A,0.80
10899,Prunus serrulata,8.00,136.71,14.70,2.36,1.40,0.23,0.00,0.01,N/A,N/A,4.50,0.02,N/A,0.26
10900,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.01,N/A,N/A,5.10,0.03,N/A,0.22
10901,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.02,N/A,N/A,6.60,0.03,N/A,0.23
10902,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.01,N/A,N/A,5.10,0.03,N/A,0.22
10903,Platanus x hispanica,8.00,185.13,11.80,1.90,1.10,0.18,0.00,0.02,N/A,N/A,6.60,0.03,N/A,0.23
10904,Clerodendrum trichotomum,8.00,178.35,20.30,3.26,2.30,0.36,0.00,0.02,N/A,N/A,9.40,0.05,N/A,0.44
10905,Clerodendrum trichotomum,8.00,178.35,20.30,3.26,2.30,0.36,0.00,0.02,N/A,N/A,10.10,0.05,N/A,0.44
10906,Clerodendrum trichotomum,7.00,136.55,15.20,2.44,1.90,0.31,0.00,0.02,N/A,N/A,10.20,0.05,N/A,0.39
10907,Clerodendrum trichotomum,7.00,136.55,15.20,2.44,1.90,0.31,0.00,0.02,N/A,N/A,10.20,0.05,N/A,0.39
10908,Clerodendrum trichotomum,7.00,136.55,15.20,2.44,1.90,0.31,0.00,0.02,N/A,N/A,10.20,0.05,N/A,0.39
10909,Clerodendrum trichotomum,7.00,136.55,15.20,2.44,1.90,0.31,0.00,0.02,N/A,N/A,10.20,0.05,N/A,0.39
10910,Clerodendrum trichotomum,7.00,136.55,15.20,2.44,1.90,0.31,0.00,0.02,N/A,N/A,9.00,0.05,N/A,0.38
10911,Clerodendrum trichotomum,7.00,136.55,15.20,2.44,1.90,0.31,0.00,0.02,N/A,N/A,8.40,0.04,N/A,0.38
10912,Clerodendrum trichotomum,7.00,136.55,15.20,2.44,1.90,0.31,0.00,0.02,N/A,N/A,9.00,0.05,N/A,0.38
10913,Clerodendrum trichotomum,7.00,136.55,15.20,2.44,1.90,0.31,0.00,0.02,N/A,N/A,7.80,0.04,N/A,0.37
10914,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10915,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10916,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.32,N/A,N/A,134.00,0.69,N/A,1.16
10917,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10918,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10919,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10920,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.34,N/A,N/A,143.30,0.74,N/A,1.23
10921,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.30,N/A,N/A,124.70,0.64,N/A,1.09
10922,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10923,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.37,N/A,N/A,152.60,0.78,N/A,1.30
10924,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10925,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.37,N/A,N/A,152.60,0.78,N/A,1.30
10926,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.30,N/A,N/A,124.70,0.64,N/A,1.09
10927,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10928,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10929,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.34,N/A,N/A,143.30,0.74,N/A,1.23
10930,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.32,N/A,N/A,134.00,0.69,N/A,1.16
10931,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10932,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10933,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.34,N/A,N/A,143.30,0.74,N/A,1.23
10934,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.34,N/A,N/A,143.30,0.74,N/A,1.23
10935,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.32,N/A,N/A,134.00,0.69,N/A,1.16
10936,Platanus x hispanica,7.00,141.74,8.60,1.38,0.90,0.15,0.20,0.39,N/A,N/A,161.90,0.83,N/A,1.37
10937,Celtis australis,7.00,143.92,4.70,0.76,0.50,0.08,0.00,0.01,N/A,N/A,5.00,0.03,N/A,0.11
10938,Celtis australis,9.00,237.91,7.30,1.17,0.60,0.09,0.00,0.02,N/A,N/A,7.10,0.04,N/A,0.14
10939,Celtis australis,9.00,237.91,7.30,1.17,0.60,0.09,0.00,0.01,N/A,N/A,4.40,0.02,N/A,0.12
10940,Celtis australis,9.00,237.91,7.30,1.17,0.60,0.09,0.00,0.01,N/A,N/A,5.00,0.03,N/A,0.13
10941,Celtis australis,9.00,237.91,7.30,1.17,0.60,0.09,0.00,0.01,N/A,N/A,4.70,0.02,N/A,0.13
10942,Platanus x hispanica,16.00,664.07,62.60,10.06,3.00,0.48,0.10,0.10,N/A,N/A,42.80,0.22,N/A,0.80
10943,Platanus x hispanica,17.00,708.28,72.60,11.66,3.20,0.52,0.10,0.13,N/A,N/A,54.90,0.28,N/A,0.93
10944,Platanus x hispanica,17.00,708.28,72.60,11.66,3.20,0.52,0.10,0.13,N/A,N/A,54.90,0.28,N/A,0.93
10945,Platanus x hispanica,9.00,234.30,15.70,2.52,1.30,0.21,0.00,0.03,N/A,N/A,13.70,0.07,N/A,0.31
10946,Platanus x hispanica,11.00,483.19,25.40,4.08,1.70,0.28,0.00,0.07,N/A,N/A,30.10,0.15,N/A,0.51
10947,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.10,0.12,N/A,N/A,51.20,0.26,N/A,0.82
10948,Platanus x hispanica,15.00,622.53,53.60,8.61,2.70,0.43,0.10,0.12,N/A,N/A,51.20,0.26,N/A,0.82
10949,Platanus x hispanica,18.00,755.18,83.40,13.40,3.50,0.56,0.10,0.12,N/A,N/A,49.20,0.25,N/A,0.94
