,Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude
11170,14040,Tilia x europaea,27,1409.6,371.7,59.73,10.1,1.62,0.1,0.1,,,39.8,0.2,,1.92,26.9,5,1.5,4,12.6,27.4,1.3,46.0376824030896,11.1095844677041
11171,14041,Tilia x europaea,27,1409.6,371.7,59.73,10.1,1.62,0.1,0.1,,,42.4,0.22,,1.94,26.9,5,1.5,4,12.6,29.2,1.4,46.0376760000078,11.1096903750052
11172,14042,Fraxinus angustifolia,21,905.34,79.3,12.74,2.7,0.43,0,0.06,,,25.8,0.13,,0.63,7.2,5,1.5,3,7.1,17.8,1.3,46.0373608650073,11.1094304783381
11173,14043,Cupressus sempervirens,30,1468.41,285.4,45.85,5.9,0.94,0,0.06,,,24.5,0.13,,1.12,15.6,14,4.2,2,3.1,16.9,4,46.0373858316745,11.1093885116721
11174,14044,Cupressus sempervirens,12,483.9,47.2,7.58,2.3,0.37,0,0.01,,,3,0.02,,0.39,6.1,3,0.9,1,0.8,2.1,0.5,46.0374252950077,11.1092096550051
11175,14045,Fraxinus excelsior,10,284.81,15.8,2.54,1.5,0.24,0,0.02,,,9,0.05,,0.31,3.9,3,0.9,2,3.1,6.2,0.7,46.0372787766742,11.1096614916721
11176,14046,Fraxinus excelsior,10,284.81,15.8,2.54,1.5,0.24,0,0.02,,,9,0.05,,0.31,3.9,3,0.9,2,3.1,6.2,0.7,46.0373270950076,11.1097134500052
11177,14047,Fraxinus excelsior,10,284.81,15.8,2.54,1.5,0.24,0,0.02,,,9,0.05,,0.31,3.9,3,0.9,2,3.1,6.2,0.7,46.0374299250073,11.1097295616721
11178,14048,Fraxinus excelsior,10,284.81,15.8,2.54,1.5,0.24,0,0.02,,,8.5,0.04,,0.3,3.9,3,0.9,2,3.1,5.8,0.6,46.037518001675,11.1097408483382
11179,14049,Fraxinus excelsior,10,284.81,15.8,2.54,1.5,0.24,0,0.02,,,7.4,0.04,,0.29,3.9,3,0.9,2,3.1,5.1,0.5,46.037620900008,11.1097528450051
11180,14050,Pinus nigra,44,2861.75,306.3,49.22,5,0.8,0.2,0.34,,,141.7,0.73,,1.87,13.3,10,3,6,28.3,97.7,9.4,46.037001825008,11.1059175166722
11181,14051,Betula pendula,14,572.2,40.8,6.56,2.9,0.47,0,0.08,,,35,0.18,,0.74,7.9,5,1.5,5,19.6,24.2,1.4,46.0368838516744,11.1060232716721
11182,14052,Tilia x europaea,20,910.02,183.2,29.43,6.7,1.08,0.1,0.16,,,65.9,0.34,,1.58,17.9,5,1.5,5,19.6,45.4,2.1,46.036903010008,11.1058464583381
11183,14053,Robinia pseudoacacia,40,1724.34,363.7,58.44,9,1.44,0.1,0.19,,,78.3,0.4,,2.03,24,12,3.6,5,19.6,53.9,2.9,46.0368564033405,11.1053790916721
11184,14054,Albizia julibrissin,60,4972.97,766.7,123.18,0.3,0.05,0.6,1.17,,,487.2,2.5,,3.72,0.8,9,2.7,12,113.1,335.8,14.6,46.1001108366748,11.1096944433382
11185,14055,Ailanthus altissima,60,2693.82,1412.6,226.97,23.8,3.82,0.9,1.63,,,678.8,3.49,,8.94,63.4,9,2.7,12,113.1,467.9,33.9,46.1001144850074,11.1095339650051
11186,14056,Fraxinus excelsior,52,3890.39,727.6,116.9,13.1,2.1,0.7,1.4,,,582.2,2.99,,6.49,34.8,9,2.7,12,113.1,401.3,42.7,46.1002097016746,11.1096069800052
11187,14057,Ulmus glabra,60,4784.1,1223,196.49,19.7,3.17,0.7,1.26,,,526.6,2.71,,7.14,52.6,9,2.7,12,113.1,363,24.7,46.1002300233408,11.1098857033381
11188,14058,Ulmus glabra,54,3938.15,949.9,152.61,17,2.73,0.6,1.22,,,507.4,2.61,,6.56,45.4,9,2.7,12,113.1,349.7,23.8,46.1003213808871,11.1098410701492
11189,14059,Populus nigra,67,3442.7,1364,219.15,20.4,3.27,0.3,0.49,,,203.5,1.05,,4.81,54.3,17,5.1,6,28.3,140.3,10.1,46.1004356598406,11.1098382775712
11190,14060,Tilia cordata,25,1330.55,130.2,20.92,3.8,0.61,0.1,0.18,,,75,0.39,,1.18,10.2,7,2.1,5,19.6,51.7,3.9,46.1004589634841,11.1099510795912
11191,14061,Tilia cordata,30,1789.71,200.2,32.16,4.9,0.78,0.1,0.2,,,84.8,0.44,,1.42,13,7,2.1,5,19.6,58.5,4.4,46.1004709740634,11.1100208858821
11192,14062,Taxodium distichum,58,5607.72,702.9,112.94,10.9,1.75,0.6,1.22,,,508.9,2.62,,5.59,29.1,17,5.1,10,78.5,350.8,19.8,46.1006776604125,11.1096907385741
11193,14063,Taxodium distichum,55,5069.51,626,100.58,10.2,1.64,0.5,0.86,,,359.3,1.85,,4.35,27.3,17,5.1,8,50.3,247.7,14,46.100658166675,11.1096347333381
11194,14064,Taxodium distichum,42,3067.5,348,55.92,7.4,1.19,0.2,0.34,,,141.7,0.73,,2.26,19.7,17,5.1,6,28.3,97.7,5.5,46.1006706966748,11.1096491083381
11195,14065,Taxodium distichum,45,3481.88,404.4,64.97,8,1.29,0.2,0.47,,,198,1.02,,2.78,21.4,17,5.1,7,38.5,136.5,7.7,46.1006903133404,11.1096455000051
11196,14066,Fraxinus excelsior,29,1432.67,186.8,30.01,6,0.96,0.3,0.59,,,247.3,1.27,,2.83,16,6,1.8,8,50.3,170.5,18.1,46.1009058483408,11.1093025333382
11197,14067,Tilia cordata,30,1789.71,200.2,32.16,4.9,0.78,0.1,0.16,,,65.3,0.34,,1.28,13,7,2.1,5,19.6,45,3.4,46.1009972733407,11.1095056566721
11198,14068,Acer saccharinum,25,889.59,181.8,29.21,5.5,0.88,0.1,0.27,,,114.1,0.59,,1.74,14.6,13,3.9,6,28.3,78.6,4.1,46.1009145833412,11.1088539650052
11199,14069,Acer saccharinum,25,889.59,181.8,29.21,5.5,0.88,0.1,0.27,,,114.1,0.59,,1.74,14.6,13,3.9,6,28.3,78.6,4.1,46.1008950766744,11.1088158416721
11200,14070,Acer saccharinum,19,671.91,114.2,18.35,4.4,0.71,0.1,0.27,,,110.7,0.57,,1.55,11.8,13,3.9,6,28.3,76.3,4,46.1008818783409,11.1088278300051
11201,14071,Acer saccharinum,19,671.91,114.2,18.35,4.4,0.71,0.1,0.25,,,103.5,0.53,,1.49,11.8,13,3.9,6,28.3,71.4,3.8,46.1008687066743,11.1088072750051
11202,14072,Acer saccharinum,40,1693.49,505.7,81.25,9.7,1.55,0.8,1.53,,,638.5,3.28,,6.36,25.7,17,5.1,14,153.9,440.2,23.2,46.1008385183408,11.1088156133382
11203,14073,Acer saccharinum,18,641.41,104.2,16.75,4.2,0.68,0.1,0.17,,,69.1,0.36,,1.2,11.3,13,3.9,5,19.6,47.7,2.5,46.1008330400078,11.1088097700051
11204,14074,Acer saccharinum,18,641.41,104.2,16.75,4.2,0.68,0.1,0.2,,,83.5,0.43,,1.31,11.3,13,3.9,5,19.6,57.6,3,46.1008324000077,11.1087957116721
11205,14075,Acer saccharinum,21,737.87,135.3,21.74,4.8,0.77,0.1,0.2,,,83.1,0.43,,1.39,12.7,13,3.9,5,19.6,57.3,3,46.1008377516745,11.1088221866721
11206,14076,Acer campestre,22,1032.34,139,22.34,3,0.48,0.1,0.18,,,76.5,0.39,,1.06,8,11,3.3,5,19.6,52.7,3,46.1008178733403,11.1088234400051
11207,14077,Acer campestre,22,1032.34,139,22.34,3,0.48,0.1,0.17,,,71.8,0.37,,1.02,8,11,3.3,5,19.6,49.5,2.8,46.100805198341,11.1088082816721
11208,14078,Acer campestre,22,1032.34,139,22.34,3,0.48,0.1,0.16,,,67.1,0.35,,0.99,8,11,3.3,5,19.6,46.3,2.6,46.1008039950078,11.1088240716721
11209,14079,Acer campestre,22,1032.34,139,22.34,3,0.48,0.1,0.19,,,81.1,0.42,,1.09,8,11,3.3,5,19.6,55.9,3.1,46.1008218766746,11.1088215766722
11210,14080,Acer campestre,22,1032.34,139,22.34,3,0.48,0.1,0.19,,,81.1,0.42,,1.09,8,11,3.3,5,19.6,55.9,3.1,46.100773130008,11.1088830433382
11211,14081,Acer campestre,22,1032.34,139,22.34,3,0.48,0.1,0.19,,,81.1,0.42,,1.09,8,11,3.3,5,19.6,55.9,3.1,46.1007720400074,11.1088471783382
11212,14082,Acer campestre,22,1032.34,139,22.34,3,0.48,0.1,0.16,,,67.1,0.35,,0.99,8,11,3.3,5,19.6,46.3,2.6,46.1007677766748,11.1088634766722
11213,14083,Acer pseudoplatanus,22,953.85,136.4,21.91,4.2,0.68,0.1,0.17,,,71.8,0.37,,1.22,11.3,11,3.3,5,19.6,49.5,3.5,46.1007784866743,11.1089226883381
11214,14084,Acer pseudoplatanus,22,953.85,136.4,21.91,4.2,0.68,0.1,0.15,,,62.5,0.32,,1.15,11.3,11,3.3,5,19.6,43.1,3,46.1007755050077,11.1089058250051
11215,14085,Acer campestre,22,1032.34,139,22.34,3,0.48,0.1,0.17,,,71.8,0.37,,1.02,8,11,3.3,5,19.6,49.5,2.8,46.1007732850078,11.1088892100051
